0,0,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.125
0,1,0.6818181818181818,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.18181818181818182
0,2,0.36,0.32,0.04,0.0,0.0,0.0,0.0,0.28
0,3,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
1,0,0.3724137931034483,0.38620689655172413,0.04827586206896552,0.0,0.08275862068965517,0.0,0.06206896551724138,0.04827586206896552
1,1,0.3825301204819277,0.3930722891566265,0.06325301204819277,0.004518072289156626,0.0677710843373494,0.0,0.012048192771084338,0.07680722891566265
1,2,0.4226579520697168,0.35076252723311546,0.05010893246187364,0.002178649237472767,0.06971677559912855,0.0,0.017429193899782137,0.08714596949891068
1,3,0.358695652173913,0.40217391304347827,0.05434782608695652,0.0,0.010869565217391304,0.0,0.043478260869565216,0.13043478260869565
2,0,0.30143068574247656,0.4114454859398125,0.05969412925505673,0.003453379378391712,0.12777503700049334,0.000493339911198816,0.06758756783423779,0.028120374938332512
2,1,0.32450780719619826,0.39137813985064496,0.06313645621181263,0.0027155465037338763,0.126612355736592,0.00033944331296673454,0.0461642905634759,0.045145960624575696
2,2,0.32257134620928224,0.39262035168636494,0.06803113289132315,0.002017872585759585,0.10665897953300663,0.0,0.05246468722974921,0.05563562986451427
2,3,0.3438155136268344,0.35429769392033544,0.06079664570230608,0.0041928721174004195,0.11530398322851153,0.0,0.0440251572327044,0.07756813417190776
3,0,0.36885245901639346,0.2786885245901639,0.07377049180327869,0.0,0.09836065573770492,0.0,0.13934426229508196,0.040983606557377046
3,1,0.3130081300813008,0.3089430894308943,0.032520325203252036,0.0,0.18292682926829268,0.0,0.11382113821138211,0.04878048780487805
3,2,0.28888888888888886,0.3055555555555556,0.044444444444444446,0.0,0.18333333333333332,0.0,0.10555555555555556,0.07222222222222222
3,3,0.5714285714285714,0.14285714285714285,0.03571428571428571,0.0,0.07142857142857142,0.0,0.03571428571428571,0.14285714285714285
