A Nehra
B Kumar
A Nehra
B Kumar
BCJ Cutting
Rashid Khan
DJ Hooda
Rashid Khan
BCJ Cutting
MC Henriques
A Nehra
MC Henriques
Rashid Khan
Bipul Sharma
Rashid Khan
BCJ Cutting
B Kumar
A Nehra
B Kumar
BCJ Cutting
