((33, 39), 0.15989663857757386)
((33, 79), 0.3227050207076646)
((33, 23), 0.38683915770631794)
((33, 7), 0.29700762216945753)
((33, 31), 0.027654301906228085)
((113, 73), 0.7196071989786764)
((113, 44), 0.40997740593642973)
((113, 77), 0.014813631961228327)
((113, 47), 0.32280247062082584)
((1, 16), 0.22944316084491073)
((1, 80), 0.022272727564713497)
((1, 48), 0.18252500423342677)
((1, 32), 0.3246194279075817)
((1, 0), 0.46343065016911483)
((1, 24), 0.3452517155125536)
((1, 64), 0.4084900753743803)
((1, 40), 0.1272083400022781)
((1, 97), 0.21921959917744754)
((1, 73), 0.24977950271974445)
((1, 1), 0.38855934297136796)
((1, 89), 0.372498158711164)
((1, 17), 0.18266726382735915)
((1, 66), 0.26416323944660847)
((1, 50), 0.28770858738067656)
((1, 74), 0.28069125911376624)
((1, 58), 0.3578495795114879)
((1, 26), 0.3873209782400074)
((1, 2), 0.22891997576855533)
((1, 59), 0.3135400999247447)
((1, 67), 0.12965331721646856)
((1, 3), 0.2726702657821977)
((1, 91), 0.44113067686361956)
((1, 99), 0.3836825695234741)
((1, 84), 0.09159075819130874)
((1, 4), 0.15986067017506556)
((1, 28), 0.4029521420753017)
((1, 44), 0.32690321301730463)
((1, 21), 0.27994573050875066)
((1, 77), 0.3377809019802636)
((1, 29), 0.2712311291889261)
((1, 5), 0.04836703546314436)
((1, 22), 0.2996410848327107)
((1, 46), 0.28233684170725665)
((1, 30), 0.3798700530946931)
((1, 6), 0.1333229693422049)
((1, 38), 0.2305638623722317)
((1, 78), 0.4430476768209525)
((1, 94), 0.21377044034097975)
((1, 39), 0.2243421054834126)
((1, 47), 0.315418369778758)
((1, 55), 0.39186530614861814)
((1, 79), 0.30677387022871755)
((1, 23), 0.3624384279420739)
((1, 31), 0.04085013747729993)
((89, 32), 0.24103486474523553)
((89, 57), 0.0093266538102533)
((89, 69), 0.24692211489502708)
((89, 70), 0.1535188434635952)
((17, 96), 0.31602547464003305)
((17, 16), 0.21731931620059564)
((17, 48), 0.10010747468356326)
((17, 32), 0.451063060343284)
((17, 64), 0.2965038380675342)
((17, 40), 0.11937049299597136)
((17, 72), 0.48926780904469247)
((17, 8), 0.530764256790158)
((17, 73), 0.22772303358171397)
((17, 57), 0.1209287329878484)
((17, 1), 0.17653146655764754)
((17, 89), 0.328658399276165)
((17, 17), 0.16228963242331712)
((17, 9), 0.17397066575340953)
((17, 82), 0.3073015593423891)
((17, 66), 0.18743526452032483)
((17, 98), 0.3080260453950574)
((17, 50), 0.26423684016338617)
((17, 42), 0.13847821916571423)
((17, 18), 0.046313757668290545)
((17, 26), 0.5215236551776414)
((17, 10), 0.40150427854366844)
((17, 11), 0.04708627490141887)
((17, 27), 0.48748053093457044)
((17, 83), 0.19493069014452155)
((17, 67), 0.18447407999527057)
((17, 91), 0.524852192780277)
((17, 28), 0.3492147237547167)
((17, 44), 0.11120310218362447)
((17, 68), 0.55505587989874)
((17, 101), 0.32700300530752435)
((17, 77), 0.27115153395959)
((17, 29), 0.5698697495204923)
((17, 69), 0.2436261732919757)
((17, 85), 0.26445195194497073)
((17, 46), 0.40117426241119086)
((17, 30), 0.26963232431703843)
((17, 14), 0.5362650138635094)
((17, 6), 0.2652223479088036)
((17, 70), 0.11035501532173966)
((17, 38), 0.30385605438013646)
((17, 39), 0.1223114202579943)
((17, 47), 0.5699061421927432)
((17, 55), 0.17670336314988222)
((17, 79), 0.5328542457112564)
((17, 63), -0.008626128473558745)
((17, 7), 0.26757488781071237)
((17, 87), 0.180193394482292)
((9, 96), -0.034873249791191885)
((9, 16), 0.0447088906233124)
((9, 48), 0.44166962285142947)
((9, 24), 0.12531160899416025)
((9, 64), 0.4113487577578979)
((9, 72), 0.6456560123228443)
((9, 73), -0.004119747716578262)
((9, 57), 0.4574496378299406)
((9, 33), 0.08536355046374147)
((9, 17), 0.18595532756662358)
((9, 9), 0.45609775930828034)
((9, 49), 0.30891300463267535)
((9, 50), 0.17988975819568165)
((9, 58), 0.1341437004625936)
((9, 10), 0.3882795772153673)
((9, 11), 0.8999147053526103)
((9, 51), 0.11764396225113583)
((9, 28), 0.5490193778932857)
((9, 12), 0.08973622494930555)
((9, 60), -0.04724238863649627)
((9, 44), 0.3605993682809315)
((9, 61), 0.3739249187445342)
((9, 77), 0.4173819681534545)
((9, 29), 0.2534858946539461)
((9, 69), 0.23007434656908943)
((9, 22), 0.0987829865667792)
((9, 46), 0.39277904722224644)
((9, 70), 0.004771923382077631)
((9, 38), 0.5611271429627835)
((9, 78), 0.21989995227774184)
((9, 94), 0.045321170609574524)
((9, 39), 0.10983495506083711)
((9, 79), 0.3342984550639464)
((9, 23), 0.03687594621320178)
((9, 7), 0.19970726973500796)
((49, 0), 0.6380437244572668)
((49, 90), 0.025352637295824487)
((49, 2), 0.005941127587550832)
((49, 52), 0.6607507952475612)
((49, 53), 0.0013940066861637401)
((49, 14), 0.9562953330759105)
((49, 15), 0.0009656180835623251)
((129, 73), 0.0)
((129, 98), 0.0)
((122, 28), 0.4783227226871785)
((122, 29), 0.3859242346250161)
((122, 78), 0.008931605983458185)
((34, 16), 0.47624673747109625)
((34, 48), 0.2511840331387257)
((34, 72), 0.29505908050873)
((34, 8), 0.6355322377350162)
((34, 88), 0.33249953553919154)
((34, 41), -0.021489410777880413)
((34, 73), 0.2548187393255752)
((34, 1), 0.45703874288538227)
((34, 89), 0.2713473459679309)
((34, 17), 0.3414220680854616)
((34, 50), 0.18821009029640334)
((34, 74), 0.7873157167634313)
((34, 58), 0.5334163166362391)
((34, 10), 0.2130667677462844)
((34, 2), 0.38649854794062466)
((34, 51), 0.08603587538159374)
((34, 3), -0.0499810165313454)
((34, 4), 0.1370343064263631)
((34, 76), 0.538408403187451)
((34, 28), 0.3133196783857668)
((34, 44), 0.325980394109232)
((34, 68), 0.20311892309765622)
((34, 45), 0.5357330377621665)
((34, 54), 0.06535674545593162)
((34, 46), 0.39473731620304486)
((34, 30), 0.4276341603275876)
((34, 62), 0.0770797029870042)
((34, 38), 0.20446375021623897)
((34, 78), 0.6217997538089834)
((34, 39), 0.36003540566828296)
((34, 79), 0.18694538929775995)
((34, 23), 0.5082599981919242)
((34, 31), 0.2787324618698824)
((130, 77), 0.0)
((130, 85), 0.0)
((130, 62), 0.0)
((82, 16), 0.3142940612100582)
((82, 58), 0.47227920357001574)
((82, 77), 0.0036682759075423177)
((82, 38), 0.014716070968913517)
((82, 23), 0.015500464995474)
((66, 80), 0.34316018018510336)
((66, 48), 0.06290275042044244)
((66, 32), 0.04047783474993094)
((66, 24), 0.05206709741196627)
((66, 8), 0.31217483632622756)
((66, 73), 0.4936860624401641)
((66, 57), -0.013554122367709406)
((66, 17), 0.37396800984084533)
((66, 9), -0.10162181591823624)
((66, 82), 0.3788500862079262)
((66, 50), 0.31571615732311886)
